,Longitude,Latitude,Date,Survey_Type
199336,77_1.96 W,38_54.47 N,03-Feb-18,opportunistic
62221,77_3.16 W,38_56.57 N,03-Feb-18,opportunistic
12517,77_2.55 W,38_57.34 N,03-Feb-18,opportunistic
73830,77_0.98 W,38_56.4 N,03-Feb-18,opportunistic
20706,77_1.32 W,38_57.21 N,03-Feb-18,opportunistic
14446,77_2.24 W,38_57.31 N,03-Feb-18,opportunistic
110445,77_4.32 W,38_55.83 N,03-Feb-18,opportunistic
206860,77_2.52 W,38_54.35 N,03-Feb-18,opportunistic
116679,77_3.65 W,38_55.74 N,03-Feb-18,opportunistic
215699,77_4.08 W,38_54.22 N,03-Feb-18,opportunistic
97881,77_1.47 W,38_57.38 N,03-Feb-18,opportunistic
148994,77_2.87 W,38_55.24 N,03-Feb-18,opportunistic
137308,77_1.34 W,38_55.42 N,03-Feb-18,opportunistic
129480,77_3.62 W,38_55.54 N,03-Feb-18,opportunistic
189997,77_0.64 W,38_54.62 N,03-Feb-18,opportunistic
174238,77_1.73 W,38_54.86 N,03-Feb-18,opportunistic
158507,77_2.56 W,38_55.1 N,03-Feb-18,opportunistic
115735,77_3.61 W,38_55.75 N,03-Feb-18,opportunistic
210725,77_1.83 W,38_54.3 N,03-Feb-18,opportunistic
77300,77_3.99 W,38_56.34 N,03-Feb-18,opportunistic
151158,77_0.37 W,38_55.21 N,03-Feb-18,opportunistic
152836,77_2.41 W,38_55.18 N,03-Feb-18,opportunistic
182897,77_0.54 W,38_54.72 N,03-Feb-18,opportunistic
174629,77_2.51 W,38_54.85 N,03-Feb-18,opportunistic
137840,77_0.8 W,38_55.42 N,03-Feb-18,opportunistic
201916,76_59.99 W,38_54.43 N,03-Feb-18,opportunistic
123263,77_4.14 W,38_55.63 N,03-Feb-18,opportunistic
103947,77_3.03 W,38_55.93 N,03-Feb-18,opportunistic
53869,77_1.48 W,38_56.7 N,03-Feb-18,opportunistic
121100,77_2.2 W,38_55.67 N,03-Feb-18,opportunistic
183492,77_3.85 W,38_54.71 N,03-Feb-18,opportunistic
149439,77_3.14 W,38_55.23 N,03-Feb-18,opportunistic
52797,77_2.64 W,38_56.72 N,03-Feb-18,opportunistic
6810,77_2.72 W,38_57.42 N,03-Feb-18,opportunistic
194119,77_1.98 W,38_54.55 N,03-Feb-18,opportunistic
91303,77_1.59 W,38_56.13 N,03-Feb-18,opportunistic
140939,77_2.84 W,38_55.36 N,03-Feb-18,opportunistic
51875,77_2.4 W,38_56.73 N,03-Feb-18,opportunistic
60468,77_1.83 W,38_56.6 N,03-Feb-18,opportunistic
15509,77_1.16 W,38_57.29 N,03-Feb-18,opportunistic
79716,77_3.56 W,38_56.3 N,03-Feb-18,opportunistic
199632,77_3.62 W,38_54.46 N,03-Feb-18,opportunistic
115254,77_3.68 W,38_55.76 N,03-Feb-18,opportunistic
213353,77_3.85 W,38_54.25 N,03-Feb-18,opportunistic
134883,77_1.85 W,38_55.46 N,03-Feb-18,opportunistic
171625,77_4 W,38_54.89 N,03-Feb-18,opportunistic
52511,77_4 W,38_57.44 N,03-Feb-18,opportunistic
44390,77_1.47 W,38_56.85 N,03-Feb-18,opportunistic
88832,77_2.54 W,38_56.16 N,03-Feb-18,opportunistic
159137,77_1.11 W,38_55.09 N,03-Feb-18,opportunistic
56090,77_2.87 W,38_56.67 N,03-Feb-18,opportunistic
147623,77_2.4 W,38_55.26 N,03-Feb-18,opportunistic
86297,77_4.08 W,38_56.2 N,03-Feb-18,opportunistic
146143,77_2.94 W,38_55.28 N,03-Feb-18,opportunistic
112842,77_4.07 W,38_55.79 N,03-Feb-18,opportunistic
94708,77_0.78 W,38_56.08 N,03-Feb-18,opportunistic
69158,77_0.35 W,38_56.47 N,03-Feb-18,opportunistic
209162,77_3.15 W,38_54.32 N,03-Feb-18,opportunistic
214276,77_4.09 W,38_54.24 N,03-Feb-18,opportunistic
125337,77_2.47 W,38_55.6 N,03-Feb-18,opportunistic
134664,77_3.9 W,38_55.46 N,03-Feb-18,opportunistic
169185,77_0.23 W,38_54.94 N,03-Feb-18,opportunistic
211708,77_1.51 W,38_54.28 N,03-Feb-18,opportunistic
27410,77_0.68 W,38_57.11 N,03-Feb-18,opportunistic
155550,77_3.62 W,38_55.14 N,03-Feb-18,opportunistic
50594,77_1.08 W,38_56.75 N,03-Feb-18,opportunistic
165274,77_1.34 W,38_54.99 N,03-Feb-18,opportunistic
113502,77_2.33 W,38_55.79 N,03-Feb-18,opportunistic
207113,77_0.15 W,38_54.35 N,03-Feb-18,opportunistic
51971,77_1.5 W,38_56.73 N,03-Feb-18,opportunistic
86449,77_2.66 W,38_56.2 N,03-Feb-18,opportunistic
181309,77_2.1 W,38_54.75 N,03-Feb-18,opportunistic
122655,77_0.96 W,38_55.65 N,04-Feb-18,
23710,77_4.26 W,38_57.16 N,04-Feb-18,
10411,77_0.08 W,38_57.37 N,04-Feb-18,
14500,77_1.73 W,38_57.31 N,04-Feb-18,
116191,77_3.78 W,38_55.74 N,04-Feb-18,
177594,77_1.38 W,38_54.8 N,04-Feb-18,
99716,77_2.7 W,38_56 N,04-Feb-18,
128871,77_0.45 W,38_55.55 N,04-Feb-18,
70321,77_2.77 W,38_56.45 N,04-Feb-18,
111396,77_4.29 W,38_55.82 N,04-Feb-18,
104241,77_0.28 W,38_55.93 N,04-Feb-18,
65845,77_0.3 W,38_56.52 N,04-Feb-18,
119246,77_1.81 W,38_55.7 N,04-Feb-18,
173643,77_2.86 W,38_54.86 N,04-Feb-18,
131480,77_2.65 W,38_55.51 N,04-Feb-18,
23970,77_1.83 W,38_57.16 N,04-Feb-18,
54405,77_0.9 W,38_56.7 N,04-Feb-18,
13793,77_3.91 W,38_57.31 N,04-Feb-18,
155206,77_2.41 W,38_55.15 N,04-Feb-18,
89942,77_1.02 W,38_56.15 N,04-Feb-18,
67383,77_3.65 W,38_56.49 N,04-Feb-18,
149972,77_2.59 W,38_55.23 N,04-Feb-18,
182077,77_3.78 W,38_54.73 N,04-Feb-18,
77851,77_3.27 W,38_56.33 N,04-Feb-18,
135528,77_0.25 W,38_55.45 N,04-Feb-18,
96196,77_0.16 W,38_56.06 N,04-Feb-18,
216320,77_2.7 W,38_54.21 N,04-Feb-18,
211827,77_0.39 W,38_54.28 N,04-Feb-18,
78522,77_1.43 W,38_56.33 N,04-Feb-18,
86865,77_3.2 W,38_56.19 N,04-Feb-18,
124631,77_0.21 W,38_55.62 N,04-Feb-18,
172233,77_2.75 W,38_54.88 N,04-Feb-18,
169969,77_1.76 W,38_54.92 N,04-Feb-18,
15225,77_3.82 W,38_57.29 N,04-Feb-18,
89980,77_0.67 W,38_56.15 N,04-Feb-18,
126711,77_2.92 W,38_55.58 N,04-Feb-18,
36925,77_0.36 W,38_56.96 N,04-Feb-18,
24073,77_0.86 W,38_57.16 N,04-Feb-18,
49791,77_4.15 W,38_56.76 N,04-Feb-18,
203410,77_3.75 W,38_54.4 N,04-Feb-18,
183543,77_3.37 W,38_54.71 N,04-Feb-18,
198085,77_0.36 W,38_54.49 N,04-Feb-18,
88513,77_1.09 W,38_56.17 N,04-Feb-18,
198569,77_0.26 W,38_54.48 N,04-Feb-18,
36271,77_2.04 W,38_56.97 N,04-Feb-18,
88524,77_0.98 W,38_56.17 N,04-Feb-18,
110572,77_3.13 W,38_55.83 N,04-Feb-18,
150529,77_1.82 W,38_55.22 N,04-Feb-18,
46832,77_0.45 W,38_57.46 N,04-Feb-18,
68422,77_2.8 W,38_56.48 N,04-Feb-18,
115247,77_3.74 W,38_55.76 N,04-Feb-18,
140285,77_0.1 W,38_55.38 N,04-Feb-18,
122587,77_1.59 W,38_55.65 N,04-Feb-18,
194766,77_0.37 W,38_54.54 N,04-Feb-18,
120564,77_2.78 W,38_55.68 N,04-Feb-18,
137251,77_1.87 W,38_55.42 N,04-Feb-18,
180656,77_3.77 W,38_54.75 N,04-Feb-18,
57761,77_0.54 W,38_56.65 N,04-Feb-18,
157306,77_0.5 W,38_55.12 N,04-Feb-18,
76319,77_4.3 W,38_56.35 N,04-Feb-18,
114223,77_0.02 W,38_55.78 N,04-Feb-18,
77301,77_3.99 W,38_56.34 N,04-Feb-18,
196419,77_2.64 W,38_54.51 N,04-Feb-18,
121091,77_2.28 W,38_55.67 N,04-Feb-18,
198744,77_3.06 W,38_54.48 N,04-Feb-18,
46123,77_2.99 W,38_56.82 N,04-Feb-18,
165918,77_4.18 W,38_54.98 N,04-Feb-18,
82533,77_2.53 W,38_57.4 N,04-Feb-18,
114217,77_0.08 W,38_55.78 N,04-Feb-18,
194309,77_0.21 W,38_54.55 N,04-Feb-18,
174920,77_4.22 W,38_54.84 N,04-Feb-18,
58718,77_0.46 W,38_56.63 N,04-Feb-18,
183835,77_0.64 W,38_54.71 N,04-Feb-18,
72816,77_1.6 W,38_56.41 N,04-Feb-18,
57169,77_1.65 W,38_56.65 N,04-Feb-18,
90077,77_4.19 W,38_56.14 N,04-Feb-18,
182653,77_2.83 W,38_54.72 N,04-Feb-18,
54272,77_2.14 W,38_56.7 N,04-Feb-18,
12496,77_2.74 W,38_57.34 N,04-Feb-18,
130412,77_3.77 W,38_55.52 N,04-Feb-18,
195644,77_1.02 W,38_54.53 N,04-Feb-18,
103576,77_2.07 W,38_55.94 N,04-Feb-18,
116870,77_1.86 W,38_55.74 N,04-Feb-18,
100102,77_3.53 W,38_55.99 N,04-Feb-18,
121854,77_4.01 W,38_55.66 N,04-Feb-18,
90324,77_1.88 W,38_56.14 N,04-Feb-18,
9244,77_2.12 W,38_57.39 N,04-Feb-18,
49848,77_3.62 W,38_56.76 N,04-Feb-18,
101288,77_1.3 W,38_55.98 N,04-Feb-18,
84233,77_1.22 W,38_56.24 N,04-Feb-18,
22434,77_2.89 W,38_57.18 N,04-Feb-18,
209272,77_2.12 W,38_54.32 N,04-Feb-18,
176529,77_2.47 W,38_54.82 N,04-Feb-18,
181680,77_3.06 W,38_54.74 N,04-Feb-18,
196339,77_3.39 W,38_54.51 N,06-Feb-18,opportunistic
202538,77_3.04 W,38_54.42 N,06-Feb-18,opportunistic
61806,77_2.61 W,38_56.58 N,06-Feb-18,opportunistic
152343,77_2.58 W,38_55.19 N,06-Feb-18,opportunistic
7099,77_0.02 W,38_57.42 N,06-Feb-18,opportunistic
65492,77_3.6 W,38_56.52 N,06-Feb-18,opportunistic
213535,77_2.15 W,38_54.25 N,06-Feb-18,opportunistic
116672,77_3.71 W,38_55.74 N,06-Feb-18,opportunistic
92291,77_1.22 W,38_56.11 N,06-Feb-18,opportunistic
140470,77_2.8 W,38_55.37 N,06-Feb-18,opportunistic
185110,77_2.01 W,38_54.69 N,06-Feb-18,opportunistic
119453,77_4.3 W,38_55.69 N,06-Feb-18,opportunistic
28048,77_3.58 W,38_57.1 N,06-Feb-18,opportunistic
91511,77_4.08 W,38_56.12 N,06-Feb-18,opportunistic
186834,77_3.62 W,38_54.66 N,06-Feb-18,opportunistic
60809,77_3.07 W,38_56.59 N,06-Feb-18,opportunistic
76254,77_0.48 W,38_56.36 N,06-Feb-18,opportunistic
12773,77_0.15 W,38_57.34 N,06-Feb-18,opportunistic
75181,77_1.65 W,38_56.38 N,06-Feb-18,opportunistic
15358,77_2.57 W,38_57.29 N,06-Feb-18,opportunistic
146623,77_2.88 W,38_55.28 N,06-Feb-18,opportunistic
29100,77_2.61 W,38_57.08 N,06-Feb-18,opportunistic
16137,77_4.15 W,38_57.28 N,06-Feb-18,opportunistic
113150,77_1.19 W,38_55.79 N,06-Feb-18,opportunistic
215213,77_4.19 W,38_54.22 N,06-Feb-18,opportunistic
209797,77_1.65 W,38_54.31 N,06-Feb-18,opportunistic
118613,77_3.29 W,38_55.71 N,06-Feb-18,opportunistic
96950,77_1.98 W,38_56.04 N,06-Feb-18,opportunistic
213909,77_3.09 W,38_54.24 N,06-Feb-18,opportunistic
157506,77_3.06 W,38_55.11 N,06-Feb-18,opportunistic
20940,77_3.56 W,38_57.2 N,06-Feb-18,opportunistic
89125,77_4.23 W,38_56.16 N,06-Feb-18,opportunistic
199321,77_2.1 W,38_54.47 N,06-Feb-18,opportunistic
8452,77_0.67 W,38_57.4 N,06-Feb-18,opportunistic
109024,77_4.31 W,38_55.85 N,06-Feb-18,opportunistic
78534,77_1.32 W,38_56.33 N,06-Feb-18,opportunistic
193096,77_2.69 W,38_54.56 N,06-Feb-18,opportunistic
43715,77_3.35 W,38_56.86 N,06-Feb-18,opportunistic
14051,77_1.5 W,38_57.31 N,06-Feb-18,opportunistic
176862,77_3.79 W,38_54.81 N,06-Feb-18,opportunistic
159811,77_3.67 W,38_55.07 N,06-Feb-18,opportunistic
54134,77_3.43 W,38_56.7 N,06-Feb-18,opportunistic
109218,77_2.5 W,38_55.85 N,06-Feb-18,opportunistic
173617,77_3.11 W,38_54.86 N,06-Feb-18,opportunistic
181492,77_0.39 W,38_54.75 N,06-Feb-18,opportunistic
146733,77_1.85 W,38_55.28 N,06-Feb-18,opportunistic
108999,77_0.11 W,38_55.86 N,06-Feb-18,opportunistic
33068,77_0.97 W,38_57.02 N,06-Feb-18,opportunistic
38694,77_1.55 W,38_56.94 N,06-Feb-18,opportunistic
124865,77_2.45 W,38_55.61 N,06-Feb-18,opportunistic
76692,77_0.82 W,38_56.35 N,06-Feb-18,opportunistic
120658,77_1.9 W,38_55.68 N,06-Feb-18,opportunistic
211467,77_3.76 W,38_54.28 N,06-Feb-18,opportunistic
166709,77_1.22 W,38_54.97 N,06-Feb-18,opportunistic
40880,77_3.27 W,38_56.9 N,06-Feb-18,opportunistic
210327,77_1.12 W,38_54.3 N,06-Feb-18,opportunistic
14491,77_4.1 W,38_57.5 N,06-Feb-18,opportunistic
86052,77_1.94 W,38_56.21 N,06-Feb-18,opportunistic
142830,77_2.89 W,38_55.34 N,06-Feb-18,opportunistic
16655,77_3.74 W,38_57.27 N,06-Feb-18,opportunistic
94053,77_2.47 W,38_56.08 N,06-Feb-18,opportunistic
199030,77_0.39 W,38_54.48 N,06-Feb-18,opportunistic
179792,77_2.99 W,38_54.77 N,06-Feb-18,opportunistic
131006,77_2.65 W,38_55.52 N,06-Feb-18,opportunistic
148272,77_0.76 W,38_55.26 N,06-Feb-18,opportunistic
22573,77_1.59 W,38_57.18 N,06-Feb-18,opportunistic
214994,77_1.81 W,38_54.23 N,06-Feb-18,opportunistic
120200,77_1.75 W,38_55.68 N,06-Feb-18,opportunistic
149026,77_2.57 W,38_55.24 N,06-Feb-18,opportunistic
146807,77_1.16 W,38_55.28 N,06-Feb-18,opportunistic
179873,77_2.23 W,38_54.77 N,06-Feb-18,opportunistic
206555,77_0.94 W,38_54.36 N,06-Feb-18,opportunistic
214755,77_4.04 W,38_54.23 N,06-Feb-18,opportunistic
96848,77_2.93 W,38_56.04 N,06-Feb-18,opportunistic
26879,77_1.22 W,38_57.12 N,06-Feb-18,opportunistic
96393,77_2.75 W,38_56.05 N,06-Feb-18,opportunistic
53193,77_3.37 W,38_56.71 N,06-Feb-18,opportunistic
15440,77_1.81 W,38_57.29 N,06-Feb-18,opportunistic
102451,77_1.63 W,38_57.37 N,06-Feb-18,opportunistic
16982,77_0.68 W,38_57.27 N,06-Feb-18,opportunistic
124853,77_2.56 W,38_55.61 N,06-Feb-18,opportunistic
73938,76_59.97 W,38_56.4 N,06-Feb-18,opportunistic
202959,77_3.54 W,38_54.41 N,06-Feb-18,opportunistic
171261,77_2.98 W,38_54.9 N,06-Feb-18,opportunistic
210342,77_0.98 W,38_54.3 N,06-Feb-18,opportunistic
4221,77_2.11 W,38_56.19 N,08-Feb-18,transect
657,77_0.16 W,38_57.13 N,09-Feb-18,transect
165316,77_0.95 W,38_54.99 N,13-Feb-18,NA
33641,77_0.04 W,38_57.02 N,13-Feb-18,NA
156510,77_3.51 W,38_55.12 N,13-Feb-18,NA
17035,77_0.19 W,38_57.27 N,13-Feb-18,NA
158262,77_0.42 W,38_55.1 N,13-Feb-18,NA
177808,77_3.81 W,38_54.8 N,13-Feb-18,NA
35671,77_3.22 W,38_56.98 N,13-Feb-18,NA
119513,77_3.74 W,38_55.69 N,13-Feb-18,NA
129923,77_3.91 W,38_55.53 N,13-Feb-18,NA
21141,77_1.69 W,38_57.2 N,13-Feb-18,NA
142592,77_0.68 W,38_55.34 N,13-Feb-18,NA
3794,77_4.33 W,38_57.47 N,13-Feb-18,NA
196029,77_1.85 W,38_54.52 N,13-Feb-18,NA
54549,77_3.99 W,38_56.69 N,13-Feb-18,NA
80348,77_2.09 W,38_56.3 N,13-Feb-18,NA
38382,77_0.03 W,38_56.94 N,13-Feb-18,NA
88800,77_2.84 W,38_56.16 N,13-Feb-18,NA
84854,77_4.28 W,38_56.22 N,13-Feb-18,NA
67110,77_1.77 W,38_56.5 N,13-Feb-18,NA
126357,77_1.8 W,38_55.59 N,13-Feb-18,NA
42362,77_2.7 W,38_56.88 N,13-Feb-18,NA
101940,77_4.07 W,38_55.96 N,13-Feb-18,NA
23593,77_0.92 W,38_57.17 N,13-Feb-18,NA
165151,77_2.49 W,38_54.99 N,13-Feb-18,NA
96147,77_0.62 W,38_56.06 N,13-Feb-18,NA
4989,77_2.02 W,38_57.45 N,13-Feb-18,NA
185290,77_0.33 W,38_54.69 N,13-Feb-18,NA
17440,77_0.83 W,38_57.26 N,13-Feb-18,NA
166886,77_3.99 W,38_54.96 N,13-Feb-18,NA
190770,77_2.27 W,38_54.6 N,13-Feb-18,NA
208245,77_2.86 W,38_54.33 N,13-Feb-18,NA
48931,77_3.33 W,38_56.78 N,13-Feb-18,NA
62637,77_3.71 W,38_56.57 N,13-Feb-18,NA
99644,77_3.38 W,38_56 N,13-Feb-18,NA
100379,77_0.94 W,38_55.99 N,13-Feb-18,NA
122385,77_3.48 W,38_55.65 N,13-Feb-18,NA
141910,77_2.63 W,38_55.35 N,13-Feb-18,NA
156450,77_4.07 W,38_55.12 N,13-Feb-18,NA
107291,77_2.79 W,38_55.88 N,13-Feb-18,NA
135963,77_0.62 W,38_55.44 N,13-Feb-18,NA
188855,77_2.45 W,38_54.63 N,13-Feb-18,NA
74253,77_1.46 W,38_56.39 N,13-Feb-18,NA
13034,77_2.14 W,38_57.33 N,13-Feb-18,NA
70672,77_3.92 W,38_56.44 N,13-Feb-18,NA
85227,77_0.79 W,38_56.22 N,13-Feb-18,NA
164375,77_0.88 W,38_55.01 N,13-Feb-18,NA
138089,77_2.9 W,38_55.41 N,13-Feb-18,NA
161144,77_0.07 W,38_55.06 N,13-Feb-18,NA
192666,77_2.27 W,38_54.57 N,13-Feb-18,NA
199449,77_0.9 W,38_54.47 N,13-Feb-18,NA
72021,77_0.17 W,38_56.43 N,13-Feb-18,NA
114823,77_3.27 W,38_55.76 N,13-Feb-18,NA
155454,77_0.09 W,38_55.15 N,13-Feb-18,NA
49406,77_3.32 W,38_56.77 N,13-Feb-18,NA
126057,77_0.17 W,38_55.6 N,13-Feb-18,NA
40401,77_2.03 W,38_57.47 N,13-Feb-18,NA
137547,77_3.54 W,38_55.42 N,13-Feb-18,NA
125285,77_2.96 W,38_55.6 N,13-Feb-18,NA
87463,77_2.04 W,38_56.19 N,13-Feb-18,NA
152820,77_2.55 W,38_55.18 N,13-Feb-18,NA
32064,77_1.49 W,38_57.04 N,13-Feb-18,NA
47542,77_3.02 W,38_56.8 N,13-Feb-18,NA
74066,77_3.21 W,38_56.39 N,13-Feb-18,NA
110379,77_0.51 W,38_55.84 N,13-Feb-18,NA
32456,77_2.26 W,38_57.03 N,13-Feb-18,NA
88433,77_1.44 W,38_57.39 N,13-Feb-18,NA
105749,77_3.91 W,38_55.9 N,13-Feb-18,NA
197416,77_2.18 W,38_54.5 N,13-Feb-18,NA
179321,77_2.96 W,38_54.78 N,13-Feb-18,NA
131144,77_1.36 W,38_55.52 N,13-Feb-18,NA
160878,77_2.55 W,38_55.06 N,13-Feb-18,NA
72296,77_2.03 W,38_56.42 N,13-Feb-18,NA
213291,77_0 W,38_54.26 N,13-Feb-18,NA
148119,77_2.19 W,38_55.26 N,13-Feb-18,NA
126185,77_3.41 W,38_55.59 N,13-Feb-18,NA
180037,77_0.69 W,38_54.77 N,13-Feb-18,NA
50765,77_3.91 W,38_56.75 N,13-Feb-18,NA
118116,77_3.51 W,38_55.71 N,13-Feb-18,NA
22857,77_3.37 W,38_57.18 N,13-Feb-18,NA
65350,77_0.5 W,38_56.53 N,13-Feb-18,NA
134346,77_2.44 W,38_55.47 N,13-Feb-18,NA
69887,77_2.4 W,38_56.46 N,13-Feb-18,NA
111167,77_2 W,38_55.82 N,13-Feb-18,NA
129024,77_3.45 W,38_55.55 N,13-Feb-18,NA
192606,77_2.84 W,38_54.57 N,13-Feb-18,NA
27976,77_4.26 W,38_57.1 N,13-Feb-18,NA
85291,77_0.19 W,38_56.22 N,13-Feb-18,NA
149886,77_3.4 W,38_55.23 N,13-Feb-18,NA
56437,77_4.06 W,38_56.66 N,13-Feb-18,NA
62136,77_3.96 W,38_56.57 N,13-Feb-18,NA
171249,77_3.09 W,38_54.9 N,13-Feb-18,NA
62981,77_0.49 W,38_56.57 N,13-Feb-18,NA
25017,77_0.9 W,38_57.15 N,13-Feb-18,NA
132718,76_59.94 W,38_55.5 N,13-Feb-18,NA
69770,77_3.49 W,38_56.46 N,13-Feb-18,NA
7328,77_1.86 W,38_55.42 N,19-Feb-18,transect
10960,77_0.85 W,38_54.4 N,22-Feb-18,transect
726,77_0.25 W,38_57.12 N,25-Feb-18,transect
78,77_0.96 W,38_57.43 N,05-Mar-18,transect
2194,77_0.61 W,38_56.8 N,07-Mar-18,transect
7128,77_1.03 W,38_55.47 N,09-Mar-18,transect
70,77_1.25 W,38_57.43 N,10-Mar-18,transect
10229,77_3.71 W,38_54.62 N,11-Mar-18,TRANSECT
8567,77_1.13 W,38_55.05 N,11-Mar-18,transect
714,77_0.79 W,38_57.12 N,21-Mar-18,transect3
2582,77_0.75 W,38_56.67 N,24-Mar-18,transect
15613,77_0.19 W,38_57.29 N,28-Mar-18,NA
99551,77_4.34 W,38_57.37 N,28-Mar-18,NA
144437,77_1.16 W,38_55.31 N,28-Mar-18,NA
16736,77_2.99 W,38_57.27 N,28-Mar-18,NA
90040,77_0.11 W,38_56.15 N,28-Mar-18,NA
130875,77_3.87 W,38_55.52 N,28-Mar-18,NA
72786,77_1.88 W,38_56.41 N,28-Mar-18,NA
135608,77_3.94 W,38_55.44 N,28-Mar-18,NA
163856,77_1.3 W,38_55.02 N,28-Mar-18,NA
44791,77_2.15 W,38_56.84 N,28-Mar-18,NA
114868,77_2.85 W,38_55.76 N,28-Mar-18,NA
96048,77_1.55 W,38_56.06 N,28-Mar-18,NA
85640,77_1.36 W,38_56.22 N,28-Mar-18,NA
107599,77_4.34 W,38_55.87 N,28-Mar-18,NA
46091,77_3.29 W,38_56.82 N,28-Mar-18,NA
208244,77_2.87 W,38_54.33 N,28-Mar-18,NA
47108,77_2.65 W,38_56.81 N,28-Mar-18,NA
62135,77_3.97 W,38_56.57 N,28-Mar-18,NA
86036,77_2.09 W,38_56.21 N,28-Mar-18,NA
43474,77_1.17 W,38_56.86 N,28-Mar-18,NA
211547,77_3.01 W,38_54.28 N,28-Mar-18,NA
84146,77_2.03 W,38_56.24 N,28-Mar-18,NA
49016,77_2.54 W,38_56.78 N,28-Mar-18,NA
60505,77_1.48 W,38_56.6 N,28-Mar-18,NA
33674,77_4.16 W,38_57.01 N,28-Mar-18,NA
119344,77_0.89 W,38_55.7 N,28-Mar-18,NA
143893,77_1.82 W,38_55.32 N,28-Mar-18,NA
70861,77_0.14 W,38_57.42 N,28-Mar-18,NA
54438,77_0.59 W,38_56.7 N,28-Mar-18,NA
195405,77_3.26 W,38_54.53 N,28-Mar-18,NA
75091,77_0.62 W,38_57.42 N,28-Mar-18,NA
171639,77_3.87 W,38_54.89 N,28-Mar-18,NA
52730,77_3.27 W,38_56.72 N,28-Mar-18,NA
158838,77_3.9 W,38_55.09 N,28-Mar-18,NA
54013,77_0.13 W,38_56.7 N,28-Mar-18,NA
38790,77_0.65 W,38_56.94 N,28-Mar-18,NA
37463,77_4.19 W,38_56.95 N,28-Mar-18,NA
113861,77_3.41 W,38_55.78 N,28-Mar-18,NA
211000,77_3.7 W,38_54.29 N,28-Mar-18,NA
63395,77_1.05 W,38_56.56 N,28-Mar-18,NA
160969,77_1.7 W,38_55.06 N,28-Mar-18,NA
92490,77_3.79 W,38_56.11 N,28-Mar-18,NA
110994,77_3.62 W,38_55.82 N,28-Mar-18,NA
169874,77_2.65 W,38_54.92 N,28-Mar-18,NA
12299,77_0.15 W,38_57.34 N,28-Mar-18,NA
200916,77_0.48 W,38_54.45 N,28-Mar-18,NA
209363,77_1.27 W,38_54.32 N,28-Mar-18,NA
130245,77_0.9 W,38_55.53 N,28-Mar-18,NA
122078,77_1.92 W,38_55.66 N,28-Mar-18,NA
202668,77_1.83 W,38_54.42 N,28-Mar-18,NA
59838,77_3.28 W,38_56.61 N,28-Mar-18,NA
209912,77_0.57 W,38_54.31 N,28-Mar-18,NA
84691,77_1.37 W,38_56.23 N,28-Mar-18,NA
149981,77_2.51 W,38_55.23 N,28-Mar-18,NA
13239,77_0.23 W,38_57.33 N,28-Mar-18,NA
109250,77_2.2 W,38_55.85 N,28-Mar-18,NA
200810,77_1.47 W,38_54.45 N,28-Mar-18,NA
111726,77_1.21 W,38_55.82 N,28-Mar-18,NA
80714,77_3.1 W,38_56.29 N,28-Mar-18,NA
210646,77_2.57 W,38_54.3 N,28-Mar-18,NA
69499,77_1.59 W,38_56.46 N,28-Mar-18,NA
10983,77_3.59 W,38_57.36 N,28-Mar-18,NA
137228,77_2.09 W,38_55.42 N,28-Mar-18,NA
217308,77_2.33 W,38_54.19 N,28-Mar-18,NA
85060,77_2.35 W,38_56.22 N,28-Mar-18,NA
109349,77_1.27 W,38_55.85 N,28-Mar-18,NA
39682,77_1.17 W,38_56.92 N,28-Mar-18,NA
206781,77_3.26 W,38_54.35 N,28-Mar-18,NA
90832,77_1.56 W,38_56.14 N,28-Mar-18,NA
136670,77_2.87 W,38_55.43 N,28-Mar-18,NA
125376,77_2.11 W,38_55.6 N,28-Mar-18,NA
46241,77_1 W,38_57.46 N,28-Mar-18,NA
213275,77_0.15 W,38_54.26 N,28-Mar-18,NA
193996,77_3.13 W,38_54.55 N,28-Mar-18,NA
188374,77_2.52 W,38_54.64 N,28-Mar-18,NA
181301,77_2.17 W,38_54.75 N,28-Mar-18,NA
52576,77_0.27 W,38_56.73 N,28-Mar-18,NA
153408,77_1.49 W,38_55.18 N,28-Mar-18,NA
110880,77_0.25 W,38_55.83 N,28-Mar-18,NA
65832,77_0.42 W,38_56.52 N,28-Mar-18,NA
70710,77_3.56 W,38_56.44 N,28-Mar-18,NA
119554,77_3.36 W,38_55.69 N,28-Mar-18,NA
183013,77_3.89 W,38_54.72 N,28-Mar-18,NA
101425,77_0.02 W,38_55.98 N,28-Mar-18,NA
129247,77_1.37 W,38_55.55 N,28-Mar-18,NA
118537,77_4 W,38_55.71 N,28-Mar-18,NA
8343,77_3.31 W,38_55.11 N,30-Mar-18,transect
220,77_0.75 W,38_57.32 N,30-Mar-18,transect
6899,77_0.57 W,38_55.52 N,06-Apr-18,transect
11723,77_1.59 W,38_54.22 N,10-Apr-18,transect
4266,77_1.31 W,38_56.18 N,11-Apr-18,transect
8611,77_3.22 W,38_55.04 N,14-Apr-18,transect
4585,77_0.71 W,38_56.1 N,20-Apr-18,transect
4672,77_0.46 W,38_56.07 N,23-Apr-18,transect
5769,77_2.75 W,38_55.82 N,23-Apr-18,transect
10475,77_2.19 W,38_54.53 N,24-Apr-18,transect
11121,77_4.14 W,38_54.36 N,25-Apr-18,transect
1692,77_1.11 W,38_56.92 N,25-Apr-18,transect
